  flscon:  version 11.2.0.16 win64 2016  
 FLOW-3D   21:31:35  02/01/2018 akhp     
   hydr3d   version  11.2.0.16 win64                         
 This version is based on Sea Domain version.                                    
    5
   hydr3d   version  11.2.0.16 win64     11/21/2016

Mesh Block   1
 printing p       t=380.01245  ix=41 to  67   jy=14 to  40  kz=2 to  16 
 3777 3777    3.800E+02    3.800E+02   41   67   14   40    2   16
   x               y               z               p
  -1.0338911E+01  -1.0403093E+01   5.0000000E-01   1.2924678E+05
  -9.5360622E+00  -1.0403093E+01   5.0000000E-01   1.2902429E+05
  -8.7506876E+00  -1.0403093E+01   5.0000000E-01   1.2877724E+05
  -7.9653125E+00  -1.0403093E+01   5.0000000E-01   1.2850305E+05
  -7.1799374E+00  -1.0403093E+01   5.0000000E-01   1.2820393E+05
  -6.3945627E+00  -1.0403093E+01   5.0000000E-01   1.2788224E+05
  -5.6091871E+00  -1.0403093E+01   5.0000000E-01   1.2753970E+05
  -4.8238125E+00  -1.0403093E+01   5.0000000E-01   1.2717748E+05
  -4.0384378E+00  -1.0403093E+01   5.0000000E-01   1.2679659E+05
  -3.2530625E+00  -1.0403093E+01   5.0000000E-01   1.2639912E+05
  -2.4676876E+00  -1.0403093E+01   5.0000000E-01   1.2598838E+05
  -1.6748750E+00  -1.0403093E+01   5.0000000E-01   1.2556495E+05
  -8.5231251E-01  -1.0403093E+01   5.0000000E-01   1.2512232E+05
   0.0000000E+00  -1.0403093E+01   5.0000000E-01   1.2467567E+05
   8.5231251E-01  -1.0403093E+01   5.0000000E-01   1.2425317E+05
   1.6748750E+00  -1.0403093E+01   5.0000000E-01   1.2387738E+05
   2.4676876E+00  -1.0403093E+01   5.0000000E-01   1.2355582E+05
   3.2530625E+00  -1.0403093E+01   5.0000000E-01   1.2327021E+05
   4.0384378E+00  -1.0403093E+01   5.0000000E-01   1.2301510E+05
   4.8238125E+00  -1.0403093E+01   5.0000000E-01   1.2279435E+05
   5.6091871E+00  -1.0403093E+01   5.0000000E-01   1.2261048E+05
   6.3945627E+00  -1.0403093E+01   5.0000000E-01   1.2246548E+05
   7.1799374E+00  -1.0403093E+01   5.0000000E-01   1.2235905E+05
   7.9653125E+00  -1.0403093E+01   5.0000000E-01   1.2229015E+05
   8.7506876E+00  -1.0403093E+01   5.0000000E-01   1.2225730E+05
   9.5360622E+00  -1.0403093E+01   5.0000000E-01   1.2225951E+05
   1.0338911E+01  -1.0403093E+01   5.0000000E-01   1.2229706E+05
  -1.0338911E+01  -9.5360622E+00   5.0000000E-01   1.2937979E+05
  -9.5360622E+00  -9.5360622E+00   5.0000000E-01   1.2917196E+05
  -8.7506876E+00  -9.5360622E+00   5.0000000E-01   1.2893879E+05
  -7.9653125E+00  -9.5360622E+00   5.0000000E-01   1.2867762E+05
  -7.1799374E+00  -9.5360622E+00   5.0000000E-01   1.2839052E+05
  -6.3945627E+00  -9.5360622E+00   5.0000000E-01   1.2807925E+05
  -5.6091871E+00  -9.5360622E+00   5.0000000E-01   1.2774461E+05
  -4.8238125E+00  -9.5360622E+00   5.0000000E-01   1.2738612E+05
  -4.0384378E+00  -9.5360622E+00   5.0000000E-01   1.2700295E+05
  -3.2530625E+00  -9.5360622E+00   5.0000000E-01   1.2659598E+05
  -2.4676876E+00  -9.5360622E+00   5.0000000E-01   1.2617109E+05
  -1.6748750E+00  -9.5360622E+00   5.0000000E-01   1.2572800E+05
  -8.5231251E-01  -9.5360622E+00   5.0000000E-01   1.2524954E+05
   0.0000000E+00  -9.5360622E+00   5.0000000E-01   1.2476881E+05
   8.5231251E-01  -9.5360622E+00   5.0000000E-01   1.2431670E+05
   1.6748750E+00  -9.5360622E+00   5.0000000E-01   1.2391580E+05
   2.4676876E+00  -9.5360622E+00   5.0000000E-01   1.2358258E+05
   3.2530625E+00  -9.5360622E+00   5.0000000E-01   1.2328416E+05
   4.0384378E+00  -9.5360622E+00   5.0000000E-01   1.2301252E+05
   4.8238125E+00  -9.5360622E+00   5.0000000E-01   1.2278041E+05
   5.6091871E+00  -9.5360622E+00   5.0000000E-01   1.2259033E+05
   6.3945627E+00  -9.5360622E+00   5.0000000E-01   1.2244352E+05
   7.1799374E+00  -9.5360622E+00   5.0000000E-01   1.2233762E+05
   7.9653125E+00  -9.5360622E+00   5.0000000E-01   1.2227005E+05
